店舗名,年度,月,制服冬上,制服冬下,Yシャツ,制服夏上,制服夏下,体操服上,体操服下,靴下,シューズ,帽子,体操帽,合計,,,
真庭,2017,3,3516,3920,8601,451,380,974,927,7698,3350,3421,689,33929,,,
真庭,2018,4,95,95,950,356,309,3374,3493,737,855,333,3754,14351,,,
真庭,2018,5,71,95,380,3849,3612,2115,2685,713,356,95,2424,16394,,,
真庭,2018,6,24,48,214,1283,1734,404,356,689,475,95,380,5702,,,
真庭,2018,7,0,48,143,95,71,737,713,784,333,71,618,3612,,,
真庭,2018,8,24,24,24,71,95,190,166,832,404,95,166,2091,,,
真庭,2018,9,143,166,143,24,24,48,48,808,451,95,0,1948,,,
真庭,2018,10,190,285,190,48,48,24,48,642,404,95,0,1972,,,
真庭,2018,11,95,71,166,24,24,48,24,950,333,95,0,1830,,,
真庭,2018,12,71,95,404,24,48,24,0,903,475,95,0,2138,,,
真庭,2018,1,95,95,119,0,24,0,24,642,190,95,0,1283,,,
真庭,2018,2,333,356,95,24,0,24,24,642,166,71,0,1734,,,
真庭,2018,3,3421,4253,6344,380,428,808,855,6843,3374,3350,808,30864,,,
福山,2016,4,285,285,2471,1164,1069,12331,9575,2186,2400,1402,12236,45405,,,
福山,2016,5,214,285,1331,10716,11999,7294,8150,2661,1378,261,6700,50989,,,
福山,2016,6,48,119,808,4206,5394,1521,1331,2519,1402,285,1093,18723,,,
福山,2016,7,24,119,594,285,285,2067,2233,2233,1069,285,2424,11619,,,
福山,2016,8,95,71,143,285,238,570,570,2946,1354,214,570,7057,,,
福山,2016,9,404,570,546,143,119,119,119,2424,1093,214,0,5750,,,
福山,2016,10,760,642,523,119,166,119,166,2780,1283,261,0,6819,,,
福山,2016,11,214,214,713,95,143,143,48,2946,1449,238,0,6201,,,
福山,2016,12,214,238,1069,48,143,48,24,2233,1069,285,0,5370,,,
福山,2016,1,238,214,428,24,48,24,71,2233,451,214,0,3944,,,
福山,2016,2,1402,1354,285,71,24,48,95,2210,451,261,0,6201,,,
福山,2016,3,10264,9575,20077,1140,1473,2780,2328,26991,12331,9694,2281,98937,,,
福山,2017,4,309,261,2328,1331,1140,12118,13258,2519,2328,1069,10169,46831,,,
福山,2017,5,238,309,1426,9053,9053,6249,8506,2115,1093,238,6486,44764,,,
福山,2017,6,48,95,760,5132,5774,1283,1069,2614,1117,238,1497,19626,,,
福山,2017,7,24,190,546,214,261,1592,1972,2257,1212,214,1996,10478,,,
福山,2017,8,71,48,119,285,261,428,451,2661,1117,214,546,6201,,,
福山,2017,9,618,594,546,143,95,95,143,2495,1212,214,0,6154,,,
福山,2017,10,594,784,570,95,143,95,119,2352,1093,285,0,6130,,,
福山,2017,11,309,238,594,95,143,166,48,2352,1449,261,0,5655,,,
福山,2017,12,238,261,998,48,143,48,24,2257,1402,238,0,5655,,,
福山,2017,1,261,309,428,24,71,24,71,2709,546,309,0,4752,,,
福山,2017,2,1069,1497,238,48,24,71,95,2020,570,261,0,5892,,,
福山,2017,3,10740,10502,25091,1236,1022,2804,2637,18319,12783,10621,2447,98200,,,
福山,2018,4,214,238,2756,1212,1022,9694,12854,2851,2162,1426,12094,46522,,,
福山,2018,5,214,309,1140,11334,12759,6772,8078,2590,1426,285,7556,52462,,,
福山,2018,6,71,143,665,4301,4348,1140,1164,2637,1259,309,1117,17155,,,
福山,2018,7,24,143,404,261,214,1758,2328,2281,1307,214,2233,11167,,,
福山,2018,8,71,71,143,285,238,428,570,2424,1259,214,451,6154,,,
福山,2018,9,523,451,499,166,119,119,143,2020,1117,285,0,5441,,,
福山,2018,10,808,784,499,95,143,119,190,2756,1164,214,0,6772,,,
福山,2018,11,238,261,594,71,119,143,48,2424,1283,285,0,5465,,,
福山,2018,12,309,261,1331,71,143,48,24,2732,1140,214,0,6273,,,
福山,2018,1,214,261,309,24,48,24,71,2804,404,285,0,4443,,,
福山,2018,2,1378,1259,261,71,24,48,95,2043,475,214,0,5869,,,
福山,2018,3,11666,11880,19198,1331,1331,2257,2495,26184,10027,12426,2899,101693,,,
呉,2016,4,261,333,2590,1283,1544,14541,10835,2495,3398,1544,11761,50585,,,
呉,2016,5,333,261,1711,12830,15610,8102,10217,2994,1687,333,7936,62014,,,
呉,2016,6,71,143,927,5940,5346,1734,1473,3493,1473,356,1734,22691,,,
呉,2016,7,24,190,475,309,333,2281,2115,3303,1259,261,2709,13258,,,
呉,2016,8,95,48,166,285,285,499,499,3208,1164,333,665,7247,,,
呉,2016,9,546,546,618,143,119,143,143,3065,1544,309,0,7176,,,
呉,2016,10,832,1022,689,119,190,119,166,2756,1164,261,0,7318,,,
呉,2016,11,238,285,832,95,166,166,71,3255,1402,333,0,6843,,,
呉,2016,12,309,309,1663,48,166,48,24,3113,1521,333,0,7532,,,
呉,2016,1,238,309,499,24,71,24,95,2590,665,261,0,4776,,,
呉,2016,2,1711,1711,261,71,24,48,95,2352,689,261,0,7223,,,
呉,2016,3,14684,14945,25138,1639,1426,3018,3113,28560,10835,14161,2899,120416,,,
呉,2017,4,285,333,3445,1212,1069,14802,12189,2352,3374,1331,11143,51535,,,
呉,2017,5,309,356,1188,11143,14399,8910,8815,2994,1378,333,8649,58473,,,
呉,2017,6,48,143,950,4609,5940,1378,1568,2447,1140,309,1212,19745,,,
呉,2017,7,24,166,523,238,261,2519,2709,2709,1402,309,2115,12973,,,
呉,2017,8,95,71,166,356,285,499,546,2400,1331,309,594,6653,,,
呉,2017,9,499,570,523,119,119,119,143,2875,1259,309,0,6534,,,
呉,2017,10,808,855,665,119,166,119,214,3231,1259,285,0,7722,,,
呉,2017,11,285,309,665,95,119,166,71,2709,1449,309,0,6178,,,
呉,2017,12,309,309,1521,48,143,71,24,2328,1140,333,0,6225,,,
呉,2017,1,261,333,356,24,48,24,95,2804,689,285,0,4918,,,
呉,2017,2,1402,1497,309,48,24,71,119,2970,570,356,0,7366,,,
呉,2017,3,12450,10502,23594,1402,1449,2566,2804,24378,12450,14256,2352,108203,,,
呉,2018,4,356,285,3136,1449,1259,14256,10003,3326,3208,1354,12118,50751,,,
呉,2018,5,309,285,1639,12498,13614,7080,9100,2257,1449,333,8934,57499,,,
呉,2018,6,71,119,713,4562,5726,1188,1616,3089,1639,309,1473,20505,,,
呉,2018,7,24,214,546,285,309,2281,1925,2542,1378,285,2305,12094,,,
呉,2018,8,71,71,166,261,238,665,594,2305,1140,238,523,6273,,,
呉,2018,9,618,594,546,119,119,143,166,2994,1378,285,0,6962,,,
呉,2018,10,760,760,570,119,190,143,190,2495,1449,285,0,6962,,,
呉,2018,11,238,261,737,95,166,166,48,3255,1307,285,0,6558,,,
呉,2018,12,333,261,1140,48,166,48,24,2233,1117,333,0,5702,,,
呉,2018,1,356,309,333,24,71,24,95,2495,570,356,0,4633,,,
呉,2018,2,1473,1473,333,48,24,48,119,3160,618,261,0,7556,,,
呉,2018,3,10003,11381,22263,1544,1473,2875,2424,27514,11999,14612,2614,108702,,,
広島南,2016,4,285,356,2614,1639,1140,12593,14090,2495,3113,1473,12735,52533,,,
広島南,2016,5,309,261,1236,12735,11357,9219,8126,3136,1806,333,9860,58378,,,
広島南,2016,6,71,143,974,6273,5964,1497,1782,3113,1639,309,1449,23214,,,
広島南,2016,7,48,166,594,238,261,2162,2305,3184,1782,261,2424,13424,,,
広島南,2016,8,95,48,166,285,238,570,546,3041,1331,285,499,7104,,,
広島南,2016,9,665,594,618,190,143,166,119,3113,1331,356,0,7294,,,
広島南,2016,10,832,1069,642,143,190,119,214,3326,1331,333,0,8197,,,
広島南,2016,11,285,261,618,95,166,214,71,3160,1711,261,0,6843,,,
広島南,2016,12,356,309,1331,71,190,48,24,3160,1711,356,0,7556,,,
広島南,2016,1,285,285,546,24,48,24,71,2685,642,333,0,4942,,,
広島南,2016,2,1687,1283,333,71,24,71,95,3540,713,238,0,8055,,,
広島南,2016,3,14636,13424,32575,1806,1782,3113,2709,24093,11642,11215,3231,120226,,,
広島南,2017,4,333,356,3469,1236,1402,14232,15990,3231,3231,1782,15325,60588,,,
広島南,2017,5,238,238,1711,14898,13424,10288,8767,2661,1378,309,10027,63938,,,
広島南,2017,6,71,143,927,6985,6558,1212,1283,2709,1758,333,1402,23380,,,
広島南,2017,7,24,166,713,356,285,2091,2661,3350,1283,333,2115,13377,,,
広島南,2017,8,95,48,166,333,309,713,523,2590,1687,285,499,7247,,,
広島南,2017,9,665,642,665,166,119,143,190,3018,1449,285,0,7342,,,
広島南,2017,10,855,879,546,95,214,143,166,3184,1449,356,0,7888,,,
広島南,2017,11,238,333,594,95,190,190,48,3279,1758,309,0,7033,,,
広島南,2017,12,333,333,1687,48,119,48,24,3493,1259,285,0,7627,,,
広島南,2017,1,333,285,523,24,48,24,95,3208,665,285,0,5489,,,
広島南,2017,2,1758,1687,356,48,24,71,119,3018,689,285,0,8055,,,
広島南,2017,3,13567,11143,23617,1426,1449,3136,3398,31648,15301,11809,2732,119228,,,
広島南,2018,4,333,285,3231,1521,1259,14874,11381,2994,3469,1378,12925,53650,,,
広島南,2018,5,333,380,1568,12925,11500,7413,7865,3113,1568,261,8625,55551,,,
広島南,2018,6,71,143,950,6249,5560,1663,1212,2994,1497,333,1449,22121,,,
広島南,2018,7,48,166,594,285,309,2637,1901,3184,1616,285,2376,13401,,,
広島南,2018,8,71,71,190,380,261,618,665,2637,1236,356,475,6962,,,
広島南,2018,9,570,594,665,143,119,119,166,2305,1426,261,0,6368,,,
広島南,2018,10,713,879,689,119,166,119,143,2447,1711,356,0,7342,,,
広島南,2018,11,285,309,689,71,143,166,71,2400,1592,333,0,6059,,,
広島南,2018,12,285,380,1283,48,166,48,24,2376,1354,309,0,6273,,,
広島南,2018,1,356,285,356,24,71,24,71,3255,642,333,0,5417,,,
広島南,2018,2,1521,1592,309,48,24,48,119,2661,665,380,0,7366,,,
広島南,2018,3,12023,11500,22524,1592,1592,3350,2661,31078,11761,11120,3089,112290,,,
福山簑島,2016,4,333,285,2946,1711,1592,13876,15872,3018,3279,1687,15444,60042,,,
福山簑島,2016,5,285,285,1758,13306,14589,11357,10288,2566,1901,333,10977,67645,,,
福山簑島,2016,6,71,190,784,5346,6035,1782,1853,2899,1331,309,1521,22121,,,
福山簑島,2016,7,24,166,713,356,333,2495,2590,3279,1568,380,2756,14660,,,
福山簑島,2016,8,119,71,166,356,261,546,594,3588,1568,309,570,8150,,,
福山簑島,2016,9,570,760,689,143,143,166,166,2946,1687,356,0,7627,,,
福山簑島,2016,10,1045,1022,594,143,190,143,238,2851,1521,333,0,8078,,,
福山簑島,2016,11,261,285,903,95,143,190,71,2709,1449,356,0,6463,,,
福山簑島,2016,12,285,356,1592,71,143,71,24,3469,1402,285,0,7698,,,
福山簑島,2016,1,333,356,428,48,71,24,95,2946,760,333,0,5394,,,
福山簑島,2016,2,1354,1568,261,48,24,71,143,3136,689,380,0,7674,,,
福山簑島,2016,3,14731,12593,27752,1497,1354,2709,2804,22881,11595,13163,2899,113977,,,
福山簑島,2017,4,261,333,3398,1259,1521,15016,14446,3398,3374,1521,15301,59828,,,
福山簑島,2017,5,356,261,1616,16109,14589,10549,11025,3469,1426,285,10288,69973,,,
福山簑島,2017,6,48,190,1069,6677,5607,1639,1616,3136,1497,261,1687,23427,,,
福山簑島,2017,7,24,166,499,285,261,2709,2447,2709,1544,285,2376,13306,,,
福山簑島,2017,8,95,71,190,333,285,642,665,3730,1639,333,713,8696,,,
福山簑島,2017,9,618,546,665,166,143,119,190,2994,1711,309,0,7461,,,
福山簑島,2017,10,855,903,642,119,166,143,166,3421,1711,261,0,8387,,,
福山簑島,2017,11,356,285,689,95,190,190,71,2637,1473,333,0,6320,,,
福山簑島,2017,12,285,356,1544,48,190,71,24,3326,1711,261,0,7817,,,
福山簑島,2017,1,285,309,523,48,48,24,95,3398,713,333,0,5774,,,
福山簑島,2017,2,1259,1877,309,48,24,71,95,3041,594,285,0,7603,,,
福山簑島,2017,3,13591,15420,29724,1378,1521,2899,3018,23261,13044,12189,2495,118539,,,
福山簑島,2018,4,333,380,2827,1140,1331,10953,14993,3113,2756,1568,12973,52367,,,
福山簑島,2018,5,380,380,1354,13116,15135,8031,10383,3279,1354,356,7223,60992,,,
福山簑島,2018,6,71,190,998,6415,5940,1639,1307,3089,1734,356,1568,23309,,,
福山簑島,2018,7,48,238,713,380,309,2804,1925,3469,1307,356,1925,13472,,,
福山簑島,2018,8,95,71,166,333,356,618,642,3326,1663,356,665,8292,,,
福山簑島,2018,9,737,689,642,143,143,143,143,3208,1212,356,0,7413,,,
福山簑島,2018,10,1069,1069,737,119,214,119,190,2542,1497,261,0,7817,,,
福山簑島,2018,11,285,333,784,95,190,190,71,3208,1426,333,0,6914,,,
福山簑島,2018,12,261,261,1497,48,166,71,24,3326,1687,333,0,7674,,,
福山簑島,2018,1,309,333,451,24,71,48,119,3136,713,380,0,5584,,,
福山簑島,2018,2,1283,1592,333,71,24,71,143,3398,523,261,0,7698,,,
福山簑島,2018,3,11215,15539,32456,1426,1616,2685,2804,32195,11476,12426,3041,126878,,,
尾道,2016,4,380,333,3730,1592,1331,13876,14755,3516,3184,1925,12712,57333,,,
尾道,2016,5,261,380,1901,11832,13306,9053,8482,3208,1663,261,8482,58830,,,
尾道,2016,6,71,143,1093,5465,5845,1925,1592,3778,1663,285,1734,23594,,,
尾道,2016,7,24,166,665,380,333,2970,2233,3398,1663,380,2328,14541,,,
尾道,2016,8,119,71,166,261,380,737,642,3374,1568,309,570,8197,,,
尾道,2016,9,618,594,546,190,119,166,190,3018,1948,309,0,7698,,,
尾道,2016,10,1140,1093,760,119,190,143,190,2922,1711,261,0,8530,,,
尾道,2016,11,309,285,879,71,143,190,71,3184,1331,333,0,6795,,,
尾道,2016,12,285,333,1830,71,190,48,24,3445,1521,261,0,8007,,,
尾道,2016,1,356,333,546,24,71,24,95,2922,523,380,0,5275,,,
尾道,2016,2,1663,1568,309,48,24,71,119,3255,642,285,0,7983,,,
尾道,2016,3,12569,15206,28061,1830,1592,3778,2851,30674,12854,12118,3564,125096,,,
尾道,2017,4,356,333,3445,1449,1188,11714,14898,3160,3564,1853,15919,57879,,,
尾道,2017,5,261,356,1663,16323,15040,10977,11262,3113,1901,356,7912,69165,,,
尾道,2017,6,71,190,927,7437,5417,1426,1307,3825,1378,356,1331,23665,,,
尾道,2017,7,24,214,784,285,333,2328,2804,3279,1378,285,2091,13805,,,
尾道,2017,8,119,71,166,261,356,523,594,3065,1616,285,642,7698,,,
尾道,2017,9,760,689,594,143,119,190,190,3089,1616,309,0,7698,,,
尾道,2017,10,1140,1022,570,143,214,143,166,2637,1473,356,0,7865,,,
尾道,2017,11,261,356,737,95,166,214,71,2994,1758,356,0,7009,,,
尾道,2017,12,309,380,1354,71,143,71,48,2899,1426,261,0,6962,,,
尾道,2017,1,285,333,499,24,71,48,95,3350,523,380,0,5607,,,
尾道,2017,2,1568,1592,380,71,24,71,143,3825,760,356,0,8791,,,
尾道,2017,3,16347,14612,32646,1663,1283,3540,3588,29486,14185,14612,3778,135741,,,
尾道,2018,4,309,309,3113,1164,1402,15729,15729,3564,3113,1687,13662,59780,,,
尾道,2018,5,285,285,1307,12830,16418,10787,8197,2614,1473,333,8839,63368,,,
尾道,2018,6,71,166,998,5275,6677,1592,1782,2875,1616,356,1782,23190,,,
尾道,2018,7,24,166,737,309,309,2020,2186,3421,1331,285,2424,13211,,,
尾道,2018,8,95,48,166,380,261,523,642,3231,1378,356,546,7627,,,
尾道,2018,9,546,570,523,143,143,143,143,2495,1830,356,0,6890,,,
尾道,2018,10,1045,1045,665,119,214,143,166,3041,1830,333,0,8601,,,
尾道,2018,11,356,380,713,119,143,238,71,3231,1687,333,0,7271,,,
尾道,2018,12,309,285,1639,71,143,71,24,3398,1426,309,0,7674,,,
尾道,2018,1,356,380,475,24,71,24,119,3326,523,356,0,5655,,,
尾道,2018,2,1544,1331,285,71,48,71,143,3516,499,380,0,7888,,,
尾道,2018,3,14898,14208,32884,1473,1426,3041,3540,23214,12688,12141,3184,122697,,,
庄原,2016,4,214,166,1758,713,784,8530,9480,1972,2115,879,7841,34452,,,
庄原,2016,5,166,190,974,9647,8958,6605,6201,1663,760,143,4990,40297,,,
庄原,2016,6,48,119,523,4253,4372,1140,784,2233,1140,214,950,15777,,,
庄原,2016,7,24,119,404,214,214,1521,1711,2115,832,214,1663,9029,,,
庄原,2016,8,71,48,95,190,214,356,428,1996,855,166,404,4823,,,
庄原,2016,9,333,404,356,95,71,119,95,2281,855,166,0,4776,,,
庄原,2016,10,665,570,404,71,119,95,143,2186,1069,214,0,5536,,,
庄原,2016,11,166,166,570,48,119,95,24,1663,760,166,0,3778,,,
庄原,2016,12,190,190,1069,48,95,48,24,2020,927,214,0,4823,,,
庄原,2016,1,166,190,238,24,48,24,71,1734,333,166,0,2994,,,
庄原,2016,2,927,1093,166,24,24,48,95,1925,380,190,0,4871,,,
庄原,2016,3,7912,7223,19816,927,760,1521,1711,14802,9552,7912,1711,73846,,,
庄原,2017,4,214,190,1877,1022,832,7770,6819,2138,2210,1117,8031,32219,,,
庄原,2017,5,166,166,1117,7603,7674,5560,6249,2138,974,190,4895,36733,,,
庄原,2017,6,24,71,570,3303,3968,855,784,1521,1069,166,927,13258,,,
庄原,2017,7,24,119,380,190,190,1616,1497,1639,879,238,1758,8530,,,
庄原,2017,8,71,24,95,190,190,333,333,1639,974,214,380,4443,,,
庄原,2017,9,356,333,333,71,71,119,95,1734,879,166,0,4158,,,
庄原,2017,10,618,451,356,71,119,71,143,1830,927,214,0,4800,,,
庄原,2017,11,166,214,499,48,95,119,48,2138,950,166,0,4443,,,
庄原,2017,12,214,190,1093,24,95,48,24,1877,1022,190,0,4776,,,
庄原,2017,1,214,190,285,24,24,24,48,1758,309,190,0,3065,,,
庄原,2017,2,950,760,214,24,24,48,71,1948,428,214,0,4681,,,
庄原,2017,3,9480,7508,18390,879,950,2233,2186,15183,9718,10050,2186,78764,,,
庄原,2018,4,214,166,1687,713,950,8221,9266,1806,1806,808,8958,34595,,,
庄原,2018,5,214,190,855,6748,8126,6130,5916,1782,808,166,4728,35664,,,
庄原,2018,6,24,119,642,4182,3113,1069,927,1972,879,166,974,14066,,,
庄原,2018,7,24,95,309,166,214,1687,1212,1853,998,166,1663,8387,,,
庄原,2018,8,48,48,95,214,166,428,333,1972,1022,166,428,4918,,,
庄原,2018,9,404,380,333,71,71,95,95,1901,760,166,0,4277,,,
庄原,2018,10,594,594,309,71,119,95,119,1782,737,214,0,4633,,,
庄原,2018,11,190,214,451,71,95,119,48,1734,855,190,0,3968,,,
庄原,2018,12,166,214,879,24,95,48,24,2115,760,214,0,4538,,,
庄原,2018,1,190,238,214,24,24,24,71,1948,309,214,0,3255,,,
庄原,2018,2,998,1022,166,48,24,48,71,1758,380,214,0,4728,,,
庄原,2018,3,7888,9528,14018,927,974,1663,2115,17440,7080,6843,1853,70330,,,
大竹,2016,4,261,261,2614,1140,974,13805,12593,3089,2804,1544,14280,53365,,,
大竹,2016,5,285,285,1259,9718,9955,8886,8720,2994,1188,238,7033,50561,,,
大竹,2016,6,48,143,784,4467,6249,1093,1117,2780,1117,214,1544,19554,,,
大竹,2016,7,24,143,523,238,238,2233,2043,2851,1188,238,2162,11880,,,
大竹,2016,8,95,48,119,261,309,523,546,2400,1117,214,475,6106,,,
大竹,2016,9,570,594,570,119,119,143,143,2495,1164,261,0,6178,,,
大竹,2016,10,737,903,451,119,166,95,143,2756,1283,261,0,6914,,,
大竹,2016,11,214,214,665,95,143,119,48,2210,1521,309,0,5536,,,
大竹,2016,12,309,261,1140,48,143,71,24,2994,1568,238,0,6795,,,
大竹,2016,1,238,309,428,24,48,24,71,2804,642,285,0,4871,,,
大竹,2016,2,1568,1307,238,71,24,48,95,2590,499,214,0,6653,,,
大竹,2016,3,12474,10549,26635,1283,1140,2186,3089,20624,13686,12474,2471,106611,,,
大竹,2017,4,238,309,2685,998,1022,14256,12949,2661,2424,1117,12949,51607,,,
大竹,2017,5,238,261,1212,12925,12450,7983,7912,2305,1117,285,6890,53579,,,
大竹,2017,6,71,119,689,6011,4657,1093,1544,2305,1069,309,1259,19127,,,
大竹,2017,7,24,143,451,285,214,2257,1758,3065,1426,261,1996,11880,,,
大竹,2017,8,95,48,119,261,309,451,642,2732,1093,261,570,6582,,,
大竹,2017,9,570,499,451,143,119,143,143,2328,1093,261,0,5750,,,
大竹,2017,10,855,927,570,95,190,95,190,2899,1402,214,0,7437,,,
大竹,2017,11,214,238,689,71,143,143,48,2542,1497,309,0,5892,,,
大竹,2017,12,238,261,1497,48,119,71,24,2352,1568,261,0,6439,,,
大竹,2017,1,261,261,428,24,48,24,95,2922,523,309,0,4895,,,
大竹,2017,2,1378,1188,214,48,24,48,95,2138,570,238,0,5940,,,
大竹,2017,3,12474,9647,18818,1473,1069,2091,2899,27514,14113,13995,2732,106825,,,
大竹,2018,4,261,238,2067,1117,998,9860,13258,2685,2614,1473,9860,44431,,,
大竹,2018,5,238,285,1236,9528,10763,6819,8554,3018,1378,285,7342,49445,,,
大竹,2018,6,48,143,760,5132,4229,1402,1164,2257,1283,238,1307,17963,,,
大竹,2018,7,24,143,570,238,285,2328,2091,2756,1140,285,1925,11785,,,
大竹,2018,8,95,48,143,309,238,428,428,2970,1449,238,570,6914,,,
大竹,2018,9,428,546,618,143,119,166,143,2115,1164,309,0,5750,,,
大竹,2018,10,903,879,475,119,143,119,143,2162,1354,261,0,6558,,,
大竹,2018,11,261,214,713,71,143,143,48,2685,1473,309,0,6059,,,
大竹,2018,12,261,261,1259,48,143,48,24,2970,1045,238,0,6296,,,
大竹,2018,1,238,261,309,24,48,24,71,2851,523,261,0,4609,,,
大竹,2018,2,1212,1069,309,71,24,48,119,2519,546,214,0,6130,,,
大竹,2018,3,11666,13139,19507,1259,1307,2804,2732,19745,9076,12688,2210,96133,,,
広島佐伯,2016,4,380,380,3730,1426,1592,16775,12284,3279,3018,1734,12878,57475,,,
広島佐伯,2016,5,356,333,1901,17345,15895,8958,10597,3113,1473,356,9742,70068,,,
広島佐伯,2016,6,48,190,950,5774,5584,1307,1806,3730,1663,380,1758,23190,,,
広島佐伯,2016,7,24,166,546,309,380,2851,2970,3540,1473,261,2970,15492,,,
広島佐伯,2016,8,95,71,166,380,285,737,689,3113,1568,261,665,8031,,,
広島佐伯,2016,9,760,594,760,143,143,143,143,2756,1925,356,0,7722,,,
広島佐伯,2016,10,832,855,713,143,214,95,214,2732,1307,309,0,7413,,,
広島佐伯,2016,11,356,333,784,95,143,190,71,3730,1901,261,0,7865,,,
広島佐伯,2016,12,356,356,1663,71,190,71,48,2732,1497,333,0,7318,,,
広島佐伯,2016,1,356,285,475,24,48,24,95,3255,594,309,0,5465,,,
広島佐伯,2016,2,1616,1877,380,71,48,71,95,2614,570,261,0,7603,,,
広島佐伯,2016,3,16632,12878,31815,1402,1521,2756,3303,23427,17345,13591,3445,128114,,,
広島佐伯,2017,4,333,380,3160,1426,1711,15610,14612,3208,3184,1758,15325,60707,,,
広島佐伯,2017,5,380,333,1853,15587,14874,9076,8221,2732,1521,285,7936,62798,,,
広島佐伯,2017,6,71,143,760,7366,7556,1758,1402,3398,1616,285,1568,25922,,,
広島佐伯,2017,7,24,214,737,285,333,2400,1996,3683,1426,309,2827,14232,,,
広島佐伯,2017,8,95,48,190,285,356,594,665,2780,1663,333,689,7698,,,
広島佐伯,2017,9,594,618,594,143,143,143,166,3374,1568,333,0,7674,,,
広島佐伯,2017,10,950,998,665,119,190,143,214,3089,1830,380,0,8577,,,
広島佐伯,2017,11,261,333,737,119,119,214,48,2994,1354,309,0,6486,,,
広島佐伯,2017,12,380,333,1473,71,166,48,24,2519,1449,261,0,6724,,,
広島佐伯,2017,1,285,309,404,24,71,24,95,2732,570,356,0,4871,,,
広島佐伯,2017,2,1830,1331,285,71,24,48,119,2899,546,309,0,7461,,,
広島佐伯,2017,3,12450,14731,28061,1782,1283,3326,2970,32314,14589,15301,3564,130371,,,
広島佐伯,2018,4,356,356,3516,1283,1378,12830,12165,2495,2495,1544,12973,51393,,,
広島佐伯,2018,5,356,309,1331,15444,15990,7389,9932,3374,1331,356,7556,63368,,,
広島佐伯,2018,6,71,143,832,6677,5892,1711,1544,2685,1259,380,1259,22453,,,
広島佐伯,2018,7,24,214,546,285,333,2138,2067,3041,1307,380,2376,12712,,,
広島佐伯,2018,8,95,48,143,285,261,713,594,3445,1402,309,737,8031,,,
広島佐伯,2018,9,618,594,499,190,143,190,143,2756,1544,309,0,6985,,,
広島佐伯,2018,10,1045,927,713,143,214,119,238,3350,1592,333,0,8672,,,
広島佐伯,2018,11,261,380,618,95,166,190,71,3160,1687,309,0,6938,,,
広島佐伯,2018,12,285,285,1331,71,190,71,48,2590,1259,356,0,6486,,,
広島佐伯,2018,1,309,333,356,24,48,24,95,2922,523,285,0,4918,,,
広島佐伯,2018,2,1806,1378,333,71,24,71,119,3516,594,261,0,8173,,,
広島佐伯,2018,3,12023,15159,31458,1473,1426,2922,3635,25970,14470,15848,3160,127544,,,
福山沼隈,2016,4,190,190,1758,832,974,10074,6985,1616,2115,808,7318,32860,,,
福山沼隈,2016,5,190,238,1093,8862,10241,4657,5156,2305,974,190,5108,39014,,,
福山沼隈,2016,6,24,95,570,3374,4015,1093,784,1948,879,166,1045,13995,,,
福山沼隈,2016,7,24,143,404,214,190,1544,1758,1806,1022,214,1663,8981,,,
福山沼隈,2016,8,48,48,95,238,166,380,309,2020,784,166,428,4681,,,
福山沼隈,2016,9,333,428,380,95,71,119,95,1972,832,166,0,4491,,,
福山沼隈,2016,10,546,475,333,71,119,95,95,2233,1093,166,0,5227,,,
福山沼隈,2016,11,166,166,570,48,95,95,48,1544,855,190,0,3778,,,
福山沼隈,2016,12,143,214,1069,48,95,48,24,2115,879,190,0,4823,,,
福山沼隈,2016,1,166,214,238,24,48,24,71,2186,356,214,0,3540,,,
福山沼隈,2016,2,927,832,214,24,24,48,71,1996,451,166,0,4752,,,
福山沼隈,2016,3,9742,7318,15325,1069,784,2091,1925,16537,8530,8791,1592,73704,,,
福山沼隈,2017,4,190,166,1925,974,808,8364,10241,1925,1830,832,9718,36971,,,
福山沼隈,2017,5,190,190,998,8268,6748,4728,4895,1568,784,190,4491,33050,,,
福山沼隈,2017,6,48,119,594,4087,3944,1069,879,2186,760,166,808,14660,,,
福山沼隈,2017,7,24,119,404,238,143,1711,1497,1497,879,190,1283,7983,,,
福山沼隈,2017,8,71,48,119,238,214,333,428,1639,1022,190,309,4609,,,
福山沼隈,2017,9,404,451,451,95,71,95,95,2067,855,190,0,4776,,,
福山沼隈,2017,10,665,475,356,71,143,71,95,1925,1093,190,0,5085,,,
福山沼隈,2017,11,166,166,451,48,119,119,24,2091,903,166,0,4253,,,
福山沼隈,2017,12,166,190,1093,48,95,24,24,1592,832,214,0,4277,,,
福山沼隈,2017,1,190,214,238,24,24,24,71,2257,333,214,0,3588,,,
福山沼隈,2017,2,903,1093,190,48,24,24,71,1901,380,190,0,4823,,,
福山沼隈,2017,3,9647,7176,17559,760,950,1996,1925,20077,7603,7342,1996,77030,,,
福山沼隈,2018,4,166,190,1687,927,784,7484,9029,1521,1497,879,9599,33763,,,
福山沼隈,2018,5,214,238,760,6582,7080,5156,4514,1663,855,214,6344,33620,,,
福山沼隈,2018,6,48,95,546,4039,3588,1069,1093,2162,808,214,974,14636,,,
福山沼隈,2018,7,24,119,309,214,166,1236,1354,2115,1069,214,1544,8364,,,
福山沼隈,2018,8,71,24,95,190,238,309,404,2043,855,166,356,4752,,,
福山沼隈,2018,9,380,333,380,95,95,95,95,1687,784,166,0,4110,,,
福山沼隈,2018,10,642,475,404,71,119,95,119,1616,998,238,0,4776,,,
